source,target,distance_m,time_h,traf_t,strength,type
702,721,9820,0.469722222,13626,13626,type1
212,710,14563,0.470833333,13754,13754,type1
611,624,15562,0.472222222,3849.4,3849.4,type1
495,984,24718,0.472222222,44929.7,44929.7,type1
394,1064,22209,0.472222222,52031.7,52031.7,type1
251,923,19633,0.4725,9144.8,9144.8,type1
1076,1080,26701,0.4725,18784.8,18784.8,type1
445,449,27537,0.472777778,16271.8,16271.8,type1
1080,1088,23503,0.473055556,14374.1,14374.1,type1
706,718,14452,0.473611111,14526.9,14526.9,type1
176,184,22044,0.473611111,39380.8,39380.8,type1
520,1010,24938,0.473611111,58356.1,58356.1,type1
558,602,10260,0.473888889,8599.5,8599.5,type1
638,731,24485,0.474166667,36518.6,36518.6,type1
897,901,18374,0.475,262694.8,262694.8,type1
527,602,17645,0.477222222,10662,10662,type1
712,718,15057,0.477222222,12416,12416,type1
495,509,16572,0.477222222,24545.1,24545.1,type1
248,312,16388,0.4775,4463.7,4463.7,type1
919,960,13966,0.477777778,5552.2,5552.2,type1
1070,1085,22859,0.478333333,19229.6,19229.6,type1
438,447,17639,0.479722222,19609.2,19609.2,type1
34,71,17446,0.479722222,30494.8,30494.8,type1
944,956,18594,0.48,4756.8,4756.8,type1
219,301,20428,0.48,7161.5,7161.5,type1
625,628,36681,0.480277778,2604.2,2604.2,type1
704,708,20272,0.480833333,27040.8,27040.8,type1
859,862,17012,0.481111111,30373.7,30373.7,type1
182,210,20938,0.481388889,15665.7,15665.7,type1
628,1044,5536,0.481666667,3554.9,3554.9,type1
566,573,10788,0.481666667,11298.3,11298.3,type1
903,907,21701,0.482222222,38494.8,38494.8,type1
181,215,19830,0.4825,13097.9,13097.9,type1
559,581,10380,0.483055556,11491.8,11491.8,type1
518,551,28775,0.483333333,29753.9,29753.9,type1
276,287,13609,0.484444444,4877.7,4877.7,type1
490,507,25035,0.484722222,35286.9,35286.9,type1
165,167,24995,0.485555556,13174.3,13174.3,type1
229,274,32115,0.486111111,7945.2,7945.2,type1
164,169,21243,0.486388889,12235.7,12235.7,type1
534,598,29762,0.486666667,10324.6,10324.6,type1
219,231,13508,0.486666667,26608.2,26608.2,type1
873,1094,16067,0.486944444,9467.1,9467.1,type1
519,528,16771,0.486944444,57228.9,57228.9,type1
522,603,19961,0.487222222,11146.4,11146.4,type1
422,424,16185,0.4875,12195.8,12195.8,type1
228,231,13777,0.487777778,15931.7,15931.7,type1
105,133,19002,0.488055556,6457.1,6457.1,type1
774,812,16174,0.488611111,9149.5,9149.5,type1
60,93,19836,0.488611111,17535.9,17535.9,type1
270,278,20539,0.489166667,5234.2,5234.2,type1
223,228,26551,0.489444444,22310.6,22310.6,type1
151,164,23488,0.489722222,28691.7,28691.7,type1
843,851,11816,0.49,5066.5,5066.5,type1
980,992,20231,0.490277778,36743.6,36743.6,type1
391,1058,25226,0.490555556,69425.9,69425.9,type1
68,92,13114,0.490833333,16480.1,16480.1,type1
561,603,18720,0.491111111,8124.8,8124.8,type1
571,591,23492,0.491111111,9170.2,9170.2,type1
244,624,15632,0.491666667,4539.8,4539.8,type1
144,146,26430,0.492222222,35104.8,35104.8,type1
981,984,27447,0.492222222,48848.3,48848.3,type1
229,534,35684,0.4925,20511.6,20511.6,type1
250,286,15632,0.493333333,5756.9,5756.9,type1
524,537,19459,0.493333333,35097.1,35097.1,type1
226,316,16697,0.494166667,4541.4,4541.4,type1
228,323,19957,0.494444444,3897.5,3897.5,type1
517,521,21337,0.494444444,112302.5,112302.5,type1
261,274,10666,0.494722222,5865.6,5865.6,type1
205,206,22066,0.495,12214.2,12214.2,type1
438,690,29126,0.495,21405.9,21405.9,type1
515,583,22970,0.495277778,18742,18742,type1
545,626,19192,0.495555556,4702.1,4702.1,type1
528,546,24762,0.495555556,24736.8,24736.8,type1
1053,1059,13896,0.495833333,246480.5,246480.5,type1
760,800,10219,0.496111111,14632.3,14632.3,type1
46,52,10534,0.496111111,36729.6,36729.6,type1
276,284,17372,0.496388889,4791.4,4791.4,type1
534,546,29025,0.496944444,22567.8,22567.8,type1
594,609,20436,0.497222222,5991.9,5991.9,type1
184,203,25109,0.4975,17086.7,17086.7,type1
24,34,17999,0.498055556,77509.5,77509.5,type1
22,31,16927,0.498055556,94708.8,94708.8,type1
1013,1027,20890,0.498888889,23803.8,23803.8,type1
886,889,16307,0.499166667,20915.3,20915.3,type1
289,323,13927,0.500277778,2899,2899,type1
263,275,13487,0.501111111,5695.7,5695.7,type1
528,534,36034,0.501388889,31151.2,31151.2,type1
223,234,21249,0.503055556,18754.2,18754.2,type1
547,594,19401,0.503333333,10259.5,10259.5,type1
539,583,21930,0.503611111,13130,13130,type1
545,556,23737,0.504166667,15994.3,15994.3,type1
917,976,13214,0.504444444,3527,3527,type1
459,470,21801,0.504444444,13226.3,13226.3,type1
908,911,17534,0.504444444,22792.7,22792.7,type1
579,586,14984,0.505,8906.6,8906.6,type1
547,586,16198,0.505,11218.1,11218.1,type1
494,499,21309,0.505277778,44916.2,44916.2,type1
230,261,16550,0.505833333,9237,9237,type1
248,274,17150,0.506111111,6334.5,6334.5,type1
228,300,18449,0.508333333,5941,5941,type1
230,272,23986,0.508333333,7694.7,7694.7,type1
1016,1050,19418,0.508333333,8416.1,8416.1,type1
790,809,12940,0.508611111,8055.3,8055.3,type1
872,874,15910,0.508611111,34950.6,34950.6,type1
225,297,19876,0.508888889,6236.2,6236.2,type1
219,220,20255,0.508888889,110882.3,110882.3,type1
227,304,12767,0.509166667,5574.4,5574.4,type1
897,904,20816,0.509166667,76417.1,76417.1,type1
